Total ESG Risk score,Environment Risk Score,Social Risk Score,Governance Risk Score,Controversy Score,Symbol,Sector,Industry
-1.2413428178836041,-0.48100922261030965,-1.294167469924521,-0.5898541501644989,-1.2715470027822222,HST,Real Estate,REIT - Hotel & Motel
0.6001092886455699,0.9041598527430789,0.31077047797529656,-0.7687861957168461,1.2527556677657363,HSY,Consumer Defensive,Confectioners
0.08859481460968824,-1.1158783821472793,2.0540651455216494,-0.5003881273883254,-0.00939566750824297,HUM,Healthcare,Healthcare Plans
-1.1390399230764279,-0.7695861133089322,-0.8514259670556057,-0.32145608183597857,-0.00939566750824297,IBM,Technology,Information Technology Services
-0.30600206536084895,-0.7888245726888403,0.006385694752917514,0.8863352256423642,-1.2715470027822222,ICE,Financial Services,Financial Data & Stock Exchanges
-0.4667637572006977,-0.6156784382696668,-0.602383871691841,0.9310682370304508,-1.2715470027822222,IDXX,Healthcare,Diagnostics & Research
0.11782421312602423,0.9041598527430789,-1.017454030631449,-0.09779102489554482,1.2527556677657363,IFF,Basic Materials,Specialty Chemicals
-0.48137845645886546,-1.0966399227673713,0.6428266051269828,0.036408009268715756,1.2527556677657363,ILMN,Healthcare,Diagnostics & Research
0.42473289754755345,-0.9042553289682893,1.943379769804421,0.26007306620914955,-1.2715470027822222,INCY,Healthcare,Biotechnology
-0.4375343586843617,-0.1731938725317788,-0.5470411838332266,-0.09779102489554482,1.2527556677657363,INTC,Technology,Semiconductors
-0.8029018401385629,-0.9234937883481976,0.3937845097632178,-0.9477182412691929,-0.00939566750824297,INTU,Technology,Software - Application
